label,statement,job_title,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context
2,kelly ayotte has voted four times against the federal paycheck fairness act,2,1,1.0,2.0,2.0,4.0,0.0,2
2,one out of every four homeless people on our streets is a veteran,10,1,0.0,2.0,4.0,4.0,1.0,4
1,education funding of  per student is a historic level,2,0,28.0,23.0,38.0,34.0,7.0,13
0,i cosponsored the rebuild america jobs act for transportation and infrastructure,0,1,0.0,1.0,3.0,6.0,0.0,13
5,says its absurd to say theres enough data to establish a link between playing football and chronic traumatic encephalopathy,1,2,0.0,1.0,0.0,0.0,1.0,13
0,the wives of the  hijackers knew exactly what was happening and went back to saudi arabia two days before the attacks to watch their husbands on television flying the planes,1,0,63.0,114.0,51.0,37.0,61.0,7
0,the things i said during the prank call by a blogger posing as gop contributor david koch are the things ive said publicly all along about the wisconsin budget debate,9,0,26.0,41.0,32.0,40.0,11.0,8
4,says joe biden went to china and said that he sympathized and wouldnt secondguess their onechild policy of forced abortions and sterilizations,4,0,19.0,6.0,16.0,14.0,2.0,7
0,on whether to seat roland burris as the new senator from illinois,15,1,4.0,5.0,3.0,7.0,3.0,13
2,fortyfive states allow open carry of firearms,15,2,0.0,1.0,0.0,2.0,0.0,11
1,when donald trump spoke in phoenix he looked the audience in the eye and he said no were building a wall and were deporting everybody he said quote they will all be gone they will all be gone this is one of the ones where you can go to the tape on it and see what donald trump has said,0,1,8.0,3.0,15.0,15.0,0.0,7
1,john edwards never  has ever from the beginning of his political career has never taken pac money or the money of washington lobbyists ever joe trippi senior campaign adviser,10,1,0.0,2.0,4.0,4.0,1.0,1
2,when jeb bush was governor his first four years as governor his medicaid program grew twice as fast as mine,2,0,9.0,8.0,10.0,18.0,3.0,7
1,the university of wisconsin system had a jobsforlife tenure program for professors,9,0,26.0,41.0,32.0,40.0,11.0,1
2,hospitals doctors mris surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries,2,0,34.0,32.0,58.0,33.0,19.0,1
4,obamacare cuts seniors medicare,15,0,2.0,3.0,2.0,2.0,1.0,6
2,the refusal of many federal employees to fly coach costs taxpayers  million annually,15,2,0.0,0.0,0.0,1.0,0.0,10
0,almost  percent of the total income from planned parenthood is from abortions,7,0,0.0,1.0,0.0,0.0,0.0,12
1,the united states has the highest rate of childhood poverty of almost any major country on earth,0,3,18.0,12.0,22.0,41.0,0.0,7
3,under governor almond the ri dmv had a program that allowed undocumented people to use their personal tax identification number    to apply for and receive a ri drivers license,15,4,0.0,0.0,0.0,0.0,0.0,0
5,illegal aliens cost the state of rhode island  million a year,1,4,1.0,0.0,0.0,0.0,1.0,1
5,says eric cantor voted to assure congress would be paid if the government shut down and against guaranteeing troops would be paid,15,1,1.0,1.0,0.0,0.0,1.0,7
3,every wisconsin legislator that votes for this bill will have to give up the same amount of pay as other state employees,15,0,2.0,0.0,1.0,2.0,2.0,1
2,ted cruz is mathematically out of winning the race,1,0,63.0,114.0,51.0,37.0,61.0,5
0,this year eric cantor has received more money from oil companies than any other member of congress,15,1,1.0,1.0,0.0,0.0,1.0,11
3,says military expenditures for the united states are greater than the combined spending of the next  largest nations,15,0,0.0,0.0,0.0,0.0,0.0,3
0,the iran deal says that if any other country tries to undermine irans nuclear program we have to help them defend themselves against israel egypt saudis our own allies,0,0,33.0,24.0,32.0,35.0,5.0,1
3,we are number one in the world when it comes to energy resources  the russians are second saudi arabia is number three,15,0,2.0,8.0,3.0,4.0,1.0,8
1,the agriculture department estimates that roughly  percent of the corn crop will be used to make ethanol  more than the amount of corn used to feed livestock and poultry in the united states,13,0,0.0,1.0,4.0,3.0,0.0,13
2,democrats compare the infrastructure programs in the stimulus to the eisenhower interstate program but he proposed a  billion highway system and theyre going to put  billion into roads and bridges,4,0,0.0,1.0,1.0,1.0,1.0,12
1,congressman tom cotton is the only arkansan in congress  democrat or republican  to vote against disaster relief five times,15,1,3.0,4.0,4.0,1.0,0.0,4
3,the us navy has sailed ships around the world for  years with nuclear power plants on them and weve never had an accident,0,0,31.0,39.0,31.0,37.0,8.0,3
0,the  billion website for obamacare never worked still doesnt work,1,0,63.0,114.0,51.0,37.0,61.0,3
3,congressman ryan has secured a grand total of  to date for the mahoning valley and has an additional  pending in fy spending bills,4,1,0.0,0.0,0.0,5.0,1.0,11
0,in north carolina they used stimulus money to hire one new state worker his job apply for more stimulus funds from the taxpayers by the way of the federal government,15,0,13.0,22.0,11.0,4.0,2.0,11
1,a lot of people dont know that  americans now make their living off ebay,0,0,31.0,39.0,31.0,37.0,8.0,13
5,i dont know anything about david duke,1,0,63.0,114.0,51.0,37.0,61.0,12
5, to  percent of my campaign funds go to donations to various organizations throughout the city of providence,15,1,0.0,0.0,0.0,0.0,1.0,7
3,only  percent of voters  to  dont believe that climate change is really happening,11,1,0.0,0.0,0.0,0.0,0.0,8
4,keystone means unlocking the canadian tar sands,15,1,1.0,0.0,0.0,0.0,0.0,1
4,it is the department of homeland securitys view that returning military veterans and gun owners are likely to commit terrorist acts,13,0,1.0,1.0,0.0,1.0,0.0,0
2,the boston marathon bombing is the fifth case in which us government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders,11,0,0.0,1.0,1.0,2.0,1.0,1
2,in  donald trump was hoping for a real estate crash,1,1,40.0,29.0,69.0,76.0,7.0,13
3,our race was the closest us senate race in ohio in  years  when howard metzenbaum defeated robert taft in ,15,0,4.0,5.0,4.0,5.0,6.0,10
4,we have drawn down to presurge levels basra mosul and now sadr city are quiet and its long and its tough and there will be setbacks,0,0,31.0,39.0,31.0,37.0,8.0,13
1,says austins treated wastewater put into the colorado river is of higher quality than water the city takes from the lake for public use,15,1,1.0,0.0,4.0,1.0,0.0,13
0,an amendment to the house health reform bill puts new restrictions on womens access to abortion coverage in the private health insurance market even when they would pay premiums with their own money,11,1,0.0,1.0,0.0,0.0,0.0,3
3,as president barack obama has never visited israel,2,0,34.0,32.0,58.0,33.0,19.0,6
0,were the worst state in the country at moving people from welfare to work,2,0,0.0,1.0,0.0,0.0,0.0,7
1,says the private sector in texas created  million jobs over the past decade,2,0,30.0,30.0,42.0,23.0,18.0,1
0,weve got more revenue than we ever have,1,0,4.0,4.0,0.0,0.0,1.0,1
2,between  and  there was no net inmigration from mexico,1,1,4.0,2.0,12.0,11.0,3.0,13
3,the social security disability fund is going belly up in ,0,0,3.0,5.0,11.0,11.0,1.0,13
3,a shocking  veterans are committing suicide each and every day especially our older veterans,1,0,63.0,114.0,51.0,37.0,61.0,3
2,today the five largest financial institutions are  percent bigger than they were back in  when they were too big to fail,0,1,0.0,0.0,3.0,3.0,0.0,1
2,the house did vote against engagement in kosovo and bill clinton kept fighting anyway and then ultimately a vote did pass,11,0,0.0,1.0,1.0,2.0,1.0,1
3,did you know that the us is one of the very few nations in the world without an official language,15,0,1.0,0.0,4.0,3.0,0.0,11
4,every time weve increased the minimum wage weve seen a growth in jobs,10,1,1.0,0.0,0.0,0.0,0.0,1
3,we have more people working in clean and green energy than in oil and gas in this country,0,1,2.0,3.0,2.0,7.0,0.0,13
2,florida has  golf courses i think  million rounds played a year in florida weve got  percent of all travel golf in the country here  million people come here just for golf,2,0,28.0,23.0,38.0,34.0,7.0,1
2,only  percent of students from milwaukee public high schools go on to a twoor fouryear college,1,5,0.0,0.0,0.0,1.0,0.0,13
3,the fastestgrowing part of the pentagons budget are health care expenses,2,1,0.0,0.0,0.0,0.0,0.0,1
2,inflationadjusted defense spending has declined  percent since  and even if we discount the drawdowns in iraq and afghanistan it has still declined by a dangerous  percent,0,0,33.0,24.0,32.0,35.0,5.0,3
2,according to atf data  percent of firearms recovered and traced in drug cartel crimes in mexico originated from the united states,13,1,2.0,1.0,1.0,6.0,1.0,3
2,the two worst counties for medicaid fraud in the country  not state  are dade and broward county,15,1,0.0,0.0,0.0,1.0,0.0,13
3,fireworks have never been safer and their use continues to increase each year,1,2,0.0,0.0,0.0,0.0,0.0,13
1,says over  percent of recent county bonds are for precinct one northeast travis county because he is quick to identify projects that help make the east side a desirable place to live,15,1,0.0,0.0,1.0,0.0,0.0,6
0,medicare passed with virtually no republican support,4,1,1.0,1.0,1.0,2.0,0.0,3
0,says wisconsin state senate president michael elllis rneenah broke senate rules during debate on a photo id bill for voters,6,1,0.0,1.0,0.0,0.0,0.0,7
5,sen hutchison abandoned republicans and stood with democrats to ensure health care legislation would pass quickly,2,0,30.0,30.0,42.0,23.0,18.0,2
5,if a president romney got a call from the president of the mormon church he has no choice but to obey it is obedience over family and country,1,0,0.0,0.0,0.0,0.0,1.0,1
4,under gov rick perrys leadership texas has created more jobs over the last decade than the rest of the states combined,2,0,6.0,5.0,7.0,6.0,3.0,13
1,says scott bruun supports cutting the department of commerce and eliminating noaa,4,1,0.0,1.0,3.0,0.0,0.0,1
4,says only  percent of texas high school students graduate prepared for college or careers,1,0,1.0,0.0,0.0,1.0,0.0,13
5,blue cross new million providence headquarters was outfitted with  million in decor,15,1,1.0,0.0,0.0,0.0,1.0,11
1,nationally the unemployment rate for veterans is far greater than the national unemployment rate and wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally,9,0,26.0,41.0,32.0,40.0,11.0,3
4,under pat mccrory north carolina has fallen to st in teacher pay,12,1,1.0,0.0,3.0,1.0,0.0,5
0,i have had to fill out fec reports for the past six years now and theyre much more detailed than a tax return,4,0,1.0,1.0,1.0,0.0,0.0,1
0,says wisconsin attorney general jb van hollen knew about the ken kratz sexting case for nearly a year and did nothing about it,12,1,0.0,1.0,0.0,0.0,0.0,10
0,more businesses went out of business last year than were started for the first time in our history,15,0,5.0,1.0,4.0,5.0,1.0,1
5,says hillary clinton has not answered a single question about her immigration plan,1,0,63.0,114.0,51.0,37.0,61.0,3
2,says donald trump literally has no plans to make higher education more affordable,15,1,0.0,0.0,0.0,1.0,0.0,2
1,franklin roosevelt was the last president to come to the congress to ask for permission to engage into war,13,1,0.0,0.0,1.0,0.0,1.0,1
3,says the proposed fiscal year  budget is still below the level of state spending when i took office,2,0,10.0,17.0,27.0,19.0,8.0,3
5,i asked thensecretary of state condoleezza rice how many people had died and she did not know the answer to that question,0,1,2.0,0.0,3.0,4.0,1.0,1
3,john mccains top foreign policy adviser lobbied for the republic of georgia and mccain has mirrored the position advocated by the government,1,1,70.0,71.0,160.0,163.0,9.0,13
2,every month since  there have been as many suicide attacks against the united states and its allies as there were in all the years leading up to ,4,0,5.0,8.0,8.0,8.0,3.0,13
2,fifty percent of speaker gingrichs tax plan goes to the top  percent,1,1,70.0,71.0,160.0,163.0,9.0,6
1,says donald trump promised the mass deportation of latino families,15,1,0.0,0.0,1.0,0.0,0.0,3
4,palin stopped the bridge to nowhere,0,0,31.0,39.0,31.0,37.0,8.0,4
2,says the state tax burden per citizen in new york is twice as high as in florida,2,0,28.0,23.0,38.0,34.0,7.0,13
0,two thirds of the people in wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining,7,1,0.0,2.0,2.0,3.0,1.0,1
3,wisconsins th congressional district has more manufacturing jobs than almost any other in the nation,6,0,2.0,4.0,1.0,1.0,0.0,1
5,i lost my health insurance and my doctor because of obamacare,15,0,0.0,1.0,1.0,0.0,1.0,0
4,as far as standing committees we have  fewer standing committees so weve saved the state about a quarterofamillion dollars through the reduction of the standing committees,7,0,1.0,0.0,0.0,0.0,0.0,8
